,date,BasketDay,branch,item,sub_category,brand,department,category,SupplierName,Week,WeekDay,tempavg,precipitation,wind_speed,War,Recall
445,2022-04-14,391686.45980001,71 - ראשון מזרח,פילטונה נתחי טונה בשמן זית רביעייה,מארזי טונה בשמן זית,פיל - טונה,מכולת,דגים/בשר משומר,"פילטונה תעשיות בע""מ",16.0,יום ה׳,16.53333333333333,0.0,10.200000000000001,-2.0,-1.0
446,2022-04-14,391686.45980001,71 - ראשון מזרח,סרדין בשמן סויה125 גר,סרדינים שימורים,קפריקורן,מכולת,דגים/בשר משומר,"קונסיגנציה-ויצמן פרמיום בע""מ",16.0,יום ה׳,16.53333333333333,0.0,10.200000000000001,-2.0,-1.0
447,2022-04-14,391686.45980001,71 - ראשון מזרח,"ס.ק בשמן עם לימון פ.ק 160 גרם ב""י",סלטי טונה,סטארקיסט,מכולת,דגים/בשר משומר,סטארקיסט דיפלומט היינץ,16.0,יום ה׳,16.53333333333333,0.0,10.200000000000001,-2.0,-1.0
448,2022-04-14,391686.45980001,71 - ראשון מזרח,טונה בשמן צמחי 158 גר' רביעייה פילטונה,מארזי טונה בשמן,פיל - טונה,מכולת,דגים/בשר משומר,"פילטונה תעשיות בע""מ",16.0,יום ה׳,16.53333333333333,0.0,10.200000000000001,-2.0,-1.0
449,2022-04-14,391686.45980001,71 - ראשון מזרח,פילטונה טונה בשמן זית שלישיה,מארזי טונה בשמן זית,פיל - טונה,מכולת,דגים/בשר משומר,"פילטונה תעשיות בע""מ",16.0,יום ה׳,16.53333333333333,0.0,10.200000000000001,-2.0,-1.0
450,2022-04-14,391686.45980001,71 - ראשון מזרח,טונה בשמן זית 100 גר עץ הזית,טונה בודד,עץ הזית,מכולת,דגים/בשר משומר,"סוגת תעשיות בע""מ",16.0,יום ה׳,16.53333333333333,0.0,10.200000000000001,-2.0,-1.0
451,2022-04-14,391686.45980001,71 - ראשון מזרח,סרדינים בשמן צמחי 125 גר',סרדינים שימורים,תומר,מכולת,דגים/בשר משומר,"תומר יבוא ושיווק מוצרי מזון (1983) בע""מ",16.0,יום ה׳,16.53333333333333,0.0,10.200000000000001,-2.0,-1.0
452,2022-04-14,391686.45980001,71 - ראשון מזרח,ריו מארה אינסלטיסימיה קוסקוס עם טונה 160 גר,סלטי טונה,ריו מרה,מכולת,דגים/בשר משומר,"ש.שסטוביץ בע""מ",16.0,יום ה׳,16.53333333333333,0.0,10.200000000000001,-2.0,-1.0
453,2022-04-14,391686.45980001,71 - ראשון מזרח,סלט טונה פיקנטי נון (160 גרם),סלטי טונה,נון,מכולת,דגים/בשר משומר,סטארקיסט דיפלומט היינץ,16.0,יום ה׳,16.53333333333333,0.0,10.200000000000001,-2.0,-1.0
454,2022-04-14,391686.45980001,71 - ראשון מזרח,פילה טונה פרוס עם שמן זית בטעם מעושן 120 גר' שמן זית,טונה בשמן זית,עץ הזית,מכולת,דגים/בשר משומר,"סוגת תעשיות בע""מ",16.0,יום ה׳,16.53333333333333,0.0,10.200000000000001,-2.0,-1.0
455,2022-04-14,391686.45980001,71 - ראשון מזרח,קוליאס 120גרם,שפרוטים/מקרלים שימורים,יונה,מכולת,דגים/בשר משומר,סטארקיסט דיפלומט היינץ,16.0,יום ה׳,16.53333333333333,0.0,10.200000000000001,-2.0,-1.0
456,2022-04-14,391686.45980001,71 - ראשון מזרח,שלישיית נתחי טונה בשמן זית 80 גר,מארזי טונה בשמן זית,וילי פוד,מכולת,דגים/בשר משומר,"ג.וילי-פוד אינטרנשיונל בע""מ",16.0,יום ה׳,16.53333333333333,0.0,10.200000000000001,-2.0,-1.0
457,2022-04-14,391686.45980001,71 - ראשון מזרח,נתחי טונה בהירה בשמן זית 80 גר' שלישייה עץ הזית,טונה בשמן זית,עץ הזית,מכולת,דגים/בשר משומר,"סוגת תעשיות בע""מ",16.0,יום ה׳,16.53333333333333,0.0,10.200000000000001,-2.0,-1.0
458,2022-04-14,391686.45980001,71 - ראשון מזרח,פילה טונה פרוס עם שמן זית 120 גר' עץ הזית,טונה בשמן זית,עץ הזית,מכולת,דגים/בשר משומר,"סוגת תעשיות בע""מ",16.0,יום ה׳,16.53333333333333,0.0,10.200000000000001,-2.0,-1.0
459,2022-04-15,183320.053,71 - ראשון מזרח,נתחי טונה בהירה בשמן פוסידון (108x4 גרם),מארזי טונה בשמן,פוסידון,מכולת,דגים/בשר משומר,"נטו מלינדה סחר בע""מ",16.0,יום ו׳,16.2,0.0,8.9,-2.6666666666666665,0.3333333333333333
460,2022-04-15,183320.053,71 - ראשון מזרח,טונה בשמן רביעייה 160 גר - וילי פוד,מארזי טונה בשמן,וילי פוד,מכולת,דגים/בשר משומר,"ג.וילי-פוד אינטרנשיונל בע""מ",16.0,יום ו׳,16.2,0.0,8.9,-2.6666666666666665,0.3333333333333333
461,2022-04-15,183320.053,71 - ראשון מזרח,טונה סטארקיסט במים 160 גר' רביעייה,מארזי טונה במים,סטארקיסט,מכולת,דגים/בשר משומר,סטארקיסט דיפלומט היינץ,16.0,יום ו׳,16.2,0.0,8.9,-2.6666666666666665,0.3333333333333333
462,2022-04-15,183320.053,71 - ראשון מזרח,"גפילטע פיש מדגי קרפיון וכסיף בעל""ז 560 גר'",גפילטעפיש,דלידג,מכולת,דגים/בשר משומר,"נטו מלינדה סחר בע""מ",16.0,יום ו׳,16.2,0.0,8.9,-2.6666666666666665,0.3333333333333333
463,2022-04-15,183320.053,71 - ראשון מזרח,טונה בשמן זית כתית מעולה 140 גר' סטארקיסט רביעייה,מארזי טונה בשמן זית,סטארקיסט,מכולת,דגים/בשר משומר,סטארקיסט דיפלומט היינץ,16.0,יום ו׳,16.2,0.0,8.9,-2.6666666666666665,0.3333333333333333
464,2022-04-15,183320.053,71 - ראשון מזרח,טונה סטאריקיסט בשמן קנולה רביעייה 160 גר,מארז טונה בשמן קנולה,סטארקיסט,מכולת,דגים/בשר משומר,סטארקיסט דיפלומט היינץ,16.0,יום ו׳,16.2,0.0,8.9,-2.6666666666666665,0.3333333333333333
465,2022-04-15,183320.053,71 - ראשון מזרח,טונה בשמן קנולה 158 גר' רביעייה פילטונה,מארזי טונה בשמן,פיל - טונה,מכולת,דגים/בשר משומר,"פילטונה תעשיות בע""מ",16.0,יום ו׳,16.2,0.0,8.9,-2.6666666666666665,0.3333333333333333
466,2022-04-15,183320.053,71 - ראשון מזרח,נתחי טונה בהירה בשמן ויליגר (140x4 גרם),מארזי טונה בשמן,ויליגר,מכולת,דגים/בשר משומר,"נטו מלינדה סחר בע""מ",16.0,יום ו׳,16.2,0.0,8.9,-2.6666666666666665,0.3333333333333333
467,2022-04-15,183320.053,71 - ראשון מזרח,קוליאס 120גרם,שפרוטים/מקרלים שימורים,יונה,מכולת,דגים/בשר משומר,סטארקיסט דיפלומט היינץ,16.0,יום ו׳,16.2,0.0,8.9,-2.6666666666666665,0.3333333333333333
468,2022-04-15,183320.053,71 - ראשון מזרח,טונה סטאריקיסט בשמן 160 גר' רביעייה,מארזי טונה בשמן,סטארקיסט,מכולת,דגים/בשר משומר,סטארקיסט דיפלומט היינץ,16.0,יום ו׳,16.2,0.0,8.9,-2.6666666666666665,0.3333333333333333
469,2022-04-15,183320.053,71 - ראשון מזרח,טונה במים רביעייה 160 גר - וילי פוד,מארזי טונה במים,וילי פוד,מכולת,דגים/בשר משומר,"ג.וילי-פוד אינטרנשיונל בע""מ",16.0,יום ו׳,16.2,0.0,8.9,-2.6666666666666665,0.3333333333333333
470,2022-04-15,183320.053,71 - ראשון מזרח,שלשות נתחי טונה בשמן צמחי 80 גר',מארזי טונה בשמן,וילי פוד,מכולת,דגים/בשר משומר,"ג.וילי-פוד אינטרנשיונל בע""מ",16.0,יום ו׳,16.2,0.0,8.9,-2.6666666666666665,0.3333333333333333
471,2022-04-15,183320.053,71 - ראשון מזרח,כבד דג שיבוט במיץ טבעי אופיסר (120 גרם),שפרוטים/מקרלים שימורים,ללא,מכולת,דגים/בשר משומר,דיפלומט היינץ,16.0,יום ו׳,16.2,0.0,8.9,-2.6666666666666665,0.3333333333333333
472,2022-04-15,183320.053,71 - ראשון מזרח,ריו מרה טונה בשמן זית 2*160 גר',מארזי טונה בשמן זית,ריו מרה,מכולת,דגים/בשר משומר,"ש.שסטוביץ בע""מ",16.0,יום ו׳,16.2,0.0,8.9,-2.6666666666666665,0.3333333333333333
473,2022-04-15,183320.053,71 - ראשון מזרח,טונה במי מלח 158 גר' רביעייה פילטונה,מארזי טונה במים,פיל - טונה,מכולת,דגים/בשר משומר,"פילטונה תעשיות בע""מ",16.0,יום ו׳,16.2,0.0,8.9,-2.6666666666666665,0.3333333333333333
474,2022-04-15,183320.053,71 - ראשון מזרח,טונה בשמן צמחי 158 גר' רביעייה פילטונה,מארזי טונה בשמן,פיל - טונה,מכולת,דגים/בשר משומר,"פילטונה תעשיות בע""מ",16.0,יום ו׳,16.2,0.0,8.9,-2.6666666666666665,0.3333333333333333
475,2022-04-15,183320.053,71 - ראשון מזרח,סרדין בשמן צמחי 110 גר',סרדינים שימורים,וילי פוד,מכולת,דגים/בשר משומר,"ג.וילי-פוד אינטרנשיונל בע""מ",16.0,יום ו׳,16.2,0.0,8.9,-2.6666666666666665,0.3333333333333333
476,2022-04-15,183320.053,71 - ראשון מזרח,ביצי דג שיבוט 200 גר' שוקחה,אפרטיף,שוקחה,מכולת,דגים/בשר משומר,"בני ג'ורג' שוקחה (חיפה) בע""מ",16.0,יום ו׳,16.2,0.0,8.9,-2.6666666666666665,0.3333333333333333
477,2022-04-15,183320.053,71 - ראשון מזרח,פילטונה טונה בשמן זית שלישיה,מארזי טונה בשמן זית,פיל - טונה,מכולת,דגים/בשר משומר,"פילטונה תעשיות בע""מ",16.0,יום ו׳,16.2,0.0,8.9,-2.6666666666666665,0.3333333333333333
478,2022-04-15,183320.053,71 - ראשון מזרח,סרדיו בשמן סויה +פלפל 125 גר,סרדינים שימורים,ספייה,מכולת,דגים/בשר משומר,"קונסיגנציה-ויצמן פרמיום בע""מ",16.0,יום ו׳,16.2,0.0,8.9,-2.6666666666666665,0.3333333333333333
479,2022-04-15,183320.053,71 - ראשון מזרח,טונה ויליגר רביעייה 140 גר במי מלח,מארזי טונה בשמן,ויליגר,מכולת,דגים/בשר משומר,"נטו מלינדה סחר בע""מ",16.0,יום ו׳,16.2,0.0,8.9,-2.6666666666666665,0.3333333333333333
480,2022-04-15,183320.053,71 - ראשון מזרח,שלישיית נתחי טונה בהירה בשמן צמחי 80 גר' פילטונה,מארזי טונה בשמן,פיל - טונה,מכולת,דגים/בשר משומר,"פילטונה תעשיות בע""מ",16.0,יום ו׳,16.2,0.0,8.9,-2.6666666666666665,0.3333333333333333
481,2022-04-15,183320.053,71 - ראשון מזרח,ספייה סרדין בשמן,סרדינים שימורים,ספייה,מכולת,דגים/בשר משומר,"קונסיגנציה-ויצמן פרמיום בע""מ",16.0,יום ו׳,16.2,0.0,8.9,-2.6666666666666665,0.3333333333333333
482,2022-04-15,183320.053,71 - ראשון מזרח,ס.ק טונה ילופין בשמן זית מעולה 140 גר',טונה בודד,סטארקיסט,מכולת,דגים/בשר משומר,סטארקיסט דיפלומט היינץ,16.0,יום ו׳,16.2,0.0,8.9,-2.6666666666666665,0.3333333333333333
483,2022-04-15,183320.053,71 - ראשון מזרח,סרדין מרוקאי במי מלח 125גר',סרדינים שימורים,תומר,מכולת,דגים/בשר משומר,"תומר יבוא ושיווק מוצרי מזון (1983) בע""מ",16.0,יום ו׳,16.2,0.0,8.9,-2.6666666666666665,0.3333333333333333
